player_id,Player,price,PredP1,PredP3,PredP5,Pos,Squad
288,Coady,40,2.435456852,7.745687725,12.84822253,DF,Leicester City
289,Daka,48,1.165115334,3.998834544,6.328306995,FW,Leicester City
290,De Cordova-Reid,52,1.551297748,5.685658486,8.801604098,MF,Leicester City
291,Faes,40,0.4401705,3.1082299,4.87683075,DF,Leicester City
292,Golding,44,0,0,0,MF,Leicester City
293,Hermansen,45,0,2.763633017,4.952330717,GK,Leicester City
294,Iversen,39,0,0,0,GK,Leicester City
295,Justin,42,2.551082803,8.160299099,13.50959937,DF,Leicester City
296,Kristiansen,45,2.548356088,8.089343055,13.41289769,DF,Leicester City
297,Marcal,45,0,0,0,MF,Leicester City
298,Mavididi,51,2.935732523,9.687140817,15.63137638,MF,Leicester City
299,McAteer,47,0,2.753570615,4.996472518,MF,Leicester City
300,Ndidi,49,0,1.89683031,3.1042844,MF,Leicester City
301,Okoli,40,0.67077575,2.7078664,4.06049059,DF,Leicester City
302,Ricardo,41,0,0.186133076,0.298165143,DF,Leicester City
303,Souttar,40,0,1.941886635,3.92767913,MF,Leicester City
304,Stolarczyk,40,1.43593607,4.773773951,7.632479966,GK,Leicester City
305,Thomas,39,0,0,0,DF,Leicester City
306,Vardy,55,2.826281368,9.451458249,15.10378155,FW,Leicester City
307,Vestergaard,40,2.19882829,7.010713766,11.63967977,DF,Leicester City
308,Ward,40,0,0,0,GK,Leicester City
309,Winks,45,1.489736168,5.020951332,8.059980507,MF,Leicester City
501,Skipp,47,0.883707417,3.138333766,4.896321678,MF,Leicester City
570,A.Fatawu,52,0,0.222924786,0.345315928,FW,Leicester City
606,Alves,45,0.103414364,0.455281634,0.661378772,FW,Leicester City
616,Nelson,40,0,0,0,,Leicester City
635,El Khannouss,48,2.778329575,9.071898763,14.69496783,MF,Leicester City
694,Cartwright,45,0,0,0,,Leicester City
708,Wilson-Brown,40,0,0,0,,Leicester City
310,A.Becker,54,4.541358527,14.38769257,23.74606309,GK,Liverpool
311,Alexander-Arnold,72,5.890673369,19.32442541,31.57382376,DF,Liverpool
312,Bajcetic,45,0,0,0,MF,Liverpool
313,Bradley,47,0,0.176229256,0.305653153,DF,Liverpool
315,Clark,45,0,0,0,MF,Liverpool
316,Darwin,70,1.119238277,3.971487221,6.237929238,FW,Liverpool
317,Diogo J.,72,2.196313268,7.959187123,12.37095364,MF,Liverpool
318,Doak,45,0,0,0,,Liverpool
319,Elliott,52,0.521305738,2.063248374,3.099324594,MF,Liverpool
320,Endo,46,1.10620591,3.757687671,5.981934961,MF,Liverpool
321,Gakpo,73,5.210282853,18.33491923,29.18475005,FW,Liverpool
322,Gomez,49,2.914448301,9.060807523,14.97796183,DF,Liverpool
323,Gravenberch,50,3.294878042,10.87243083,17.72855914,MF,Liverpool
324,Jones,53,3.721992664,12.63714478,20.38214636,MF,Liverpool
325,Kelleher,42,0.046967364,0.175364874,0.266115042,GK,Liverpool
326,Konaté,51,0,0.176229256,0.305653153,DF,Liverpool
327,Luis Díaz,76,5.566678974,18.7643638,30.3550319,MF,Liverpool
328,M.Salah,136,12.64919358,43.56577592,70.08678553,MF,Liverpool
329,Mac Allister,62,4.353086409,15.01682887,24.00918787,MF,Liverpool
330,McConnell,44,0,0,0,MF,Liverpool
331,Morton,44,0,0,0,MF,Liverpool
332,N.Phillips,40,0,0,0,DF,Liverpool
333,Quansah,39,1.005621815,3.485883148,5.53760322,DF,Liverpool
334,R.Williams,40,0,0,0,DF,Liverpool
335,Robertson,59,3.48347854,10.8812726,18.03657938,DF,Liverpool
336,Szoboszlai,63,0,6.234937215,10.95610367,MF,Liverpool
337,Tsimikas,46,0.464458246,1.857061175,2.796445052,DF,Liverpool
339,Virgil,65,4.747259704,15.01123345,24.82979956,DF,Liverpool
636,Chiesa,68,0.074470289,0.262922969,0.399599172,MF,Liverpool
660,Jaros,40,0.046967364,0.175364874,0.266115042,GK,Liverpool
669,Davies,40,0,0,0,,Liverpool
688,Nyoni,45,0,0,0,,Liverpool
692,Nallo,40,0,0,0,,Liverpool
709,Danns,45,0,0,0,,Liverpool
340,Akanji,53,3.120306319,10.15655771,15.13036022,DF,Manchester City
341,Aké,53,1.817937476,6.155820934,9.432341167,DF,Manchester City
342,Bernardo,63,4.979295786,16.37714995,24.24218845,MF,Manchester City
343,Bobb,47,0,0,0,MF,Manchester City
344,Carson,40,0,0,0,GK,Manchester City
345,De Bruyne,94,2.842122062,9.388745328,13.98559889,MF,Manchester City
346,Doku,62,1.557107088,5.386315167,8.249124784,MF,Manchester City
347,Ederson M.,53,0.44571195,2.579226431,4.230386687,GK,Manchester City
348,Foden,92,4.041600242,13.67507591,20.35153834,MF,Manchester City
349,Grealish,64,0.900949366,3.175096401,4.859555789,MF,Manchester City
350,Gvardiol,60,5.232443476,17.09026399,25.24652954,DF,Manchester City
351,Haaland,148,6.013809781,19.28804556,28.44762986,FW,Manchester City
352,J.Alvarez,70,0,0,0,FW,Manchester City
353,João Cancelo,53,0,0,0,DF,Manchester City
354,Kovačić,54,2.978586422,9.658318824,14.49036535,MF,Manchester City
355,Lewis,46,3.997101731,13.17900755,19.40622783,DF,Manchester City
356,Matheus N.,49,0.669846598,4.04070319,6.566240567,MF,Manchester City
357,McAtee,46,0.284430679,1.065063602,1.557540089,MF,Manchester City
358,Ortega Moreno,52,3.812213874,12.54250831,18.71322855,GK,Manchester City
360,Rodrigo,63,0,0,0,MF,Manchester City
361,Rúben,54,0,2.526359093,4.493504989,DF,Manchester City
362,Stones,53,0.42997715,2.999442085,4.699569735,DF,Manchester City
363,Walker,52,1.135343698,3.828647059,5.90231025,DF,Manchester City
571,Sávio,64,3.809776883,12.71924985,18.9014135,MF,Manchester City
607,O’Reilly,49,0,0,0,,Manchester City
625,Gündogan,64,0,0,0,,Manchester City
626,Kaboré,45,0,0,0,,Manchester City
671,Wright,45,0,0,0,,Manchester City
672,Simpson-Pusey,40,0.37498142,1.476801715,2.19399073,DF,Manchester City
675,Wilson-Esbrand,40,0,0,0,,Manchester City
698,Mubama,45,0,0,0,,Manchester City
703,Alleyne,40,0,0,0,,Manchester City
704,Brits,40,0,0,0,,Manchester City
364,Amad,53,3.714162944,15.02075708,23.48562472,MF,Manchester Utd
365,Antony,57,1.036236321,3.698277456,5.815005591,MF,Manchester Utd
366,B.Fernandes,83,0,6.379428368,10.9806503,MF,Manchester Utd
367,Bayindir,43,0,0,0,GK,Manchester Utd
368,Casemiro,48,1.092241168,4.027021939,6.307092033,MF,Manchester Utd
369,Dalot,50,2.417000593,10.02970574,16.10719248,DF,Manchester Utd
370,Eriksen,53,1.196148925,4.463613183,7.020925815,MF,Manchester Utd
371,Evans,44,0.056815869,0.252959424,0.371450012,DF,Manchester Utd
372,Garnacho,60,1.228340759,4.501556205,7.009862354,MF,Manchester Utd
373,Hannibal,45,0,0,0,MF,Manchester Utd
374,Heaton,40,0,0,0,GK,Manchester Utd
375,Højlund,69,2.688346389,10.32188555,16.19090999,FW,Manchester Utd
376,Lindelof,43,0,0.309140166,0.505647958,DF,Manchester Utd
377,Maguire,49,2.273142878,9.549922506,15.26159359,DF,Manchester Utd
378,Mainoo,52,2.099634062,8.242562829,12.91221522,MF,Manchester Utd
379,Malacia,44,0.522244405,2.11563029,3.189062465,DF,Manchester Utd
380,Martinez,44,0,0,0,DF,Manchester Utd
381,McTominay,49,0,0.211999106,0.343306423,MF,Manchester Utd
382,Mount,63,0,2.21240196,3.67006115,MF,Manchester Utd
383,Onana,51,0,0,0,GK,Manchester Utd
384,Pellistri,50,0,0,0,MF,Manchester Utd
385,Rashford,66,0.80218147,3.365412895,5.06902367,MF,Manchester Utd
387,Shaw,49,0,0.196143556,0.314634143,DF,Manchester Utd
389,Zirkzee,65,1.104295343,4.08284624,6.386341586,FW,Manchester Utd
572,Yoro,43,0.918285009,3.430992102,5.345421659,DF,Manchester Utd
593,De Ligt,50,1.336321056,4.948286841,7.79550834,DF,Manchester Utd
594,Mazraoui,45,2.401565712,9.856519369,15.83504971,DF,Manchester Utd
613,Collyer,45,0.057689644,0.269688749,0.400996067,MF,Manchester Utd
648,Wheatley,45,0,0,0,,Manchester Utd
652,Ugarte,49,0,2.918221637,5.119442699,MF,Manchester Utd
667,Fletcher,45,0,0,0,,Manchester Utd
670,Amass,40,1.547362112,6.651824718,10.92023432,DF,Manchester Utd
673,Fitzgerald,45,0,0,0,,Manchester Utd
691,Kukonki,40,0,0,0,,Manchester Utd
390,A.Murphy,40,2.927220021,8.852097657,15.24638425,MF,Newcastle Utd
391,Almirón,55,0.442639251,1.824366436,2.738142057,MF,Newcastle Utd
392,Barnes,60,1.577453977,5.504585968,8.653382612,MF,Newcastle Utd
393,Botman,44,0,0,0,DF,Newcastle Utd
394,Bruno G.,61,4.364065893,14.70779849,23.87487249,MF,Newcastle Utd
395,Burn,44,4.787972387,16.77585681,27.36535731,DF,Newcastle Utd
396,Dúbravka,42,4.604972494,16.03075278,26.17965973,GK,Newcastle Utd
398,Gordon,74,5.372719621,18.23842391,29.48679778,MF,Newcastle Utd
399,Hall,48,6.559178633,23.56379325,37.73605545,DF,Newcastle Utd
400,Hayden,44,0,0,0,MF,Newcastle Utd
401,Isak,92,9.225562886,32.73747986,51.65642013,FW,Newcastle Utd
402,J.Murphy,51,6.243467839,21.93226844,34.84991759,MF,Newcastle Utd
403,Joelinton,60,3.952736961,13.58216565,21.85928522,MF,Newcastle Utd
404,Kelly,42,0.057738669,0.254805024,0.381750412,DF,Newcastle Utd
405,Krafth,43,0,0.197066356,0.324011743,DF,Newcastle Utd
406,Kuol,44,0,0,0,MF,Newcastle Utd
407,Lascelles,45,0,0,0,DF,Newcastle Utd
408,Lewis,40,0,0,0,DF,Newcastle Utd
409,Livramento,45,1.980502083,6.815556687,10.76985232,DF,Newcastle Utd
410,Longstaff,46,0.997985525,3.527044045,5.549332324,MF,Newcastle Utd
411,Miley,50,0.74926594,3.11823982,4.67629236,MF,Newcastle Utd
412,Odysseas,43,0,0,0,GK,Newcastle Utd
413,Pope,49,0,1.807937425,3.01814649,GK,Newcastle Utd
414,Ruddy,40,0,0,0,GK,Newcastle Utd
415,Schär,54,4.842835175,16.79865212,27.5308538,DF,Newcastle Utd
416,Targett,40,0.37157632,1.51136136,2.26918163,DF,Newcastle Utd
417,Tonali,55,3.601250893,11.98222799,19.60541764,MF,Newcastle Utd
418,Trippier,56,1.676596603,5.717801402,9.134748066,DF,Newcastle Utd
419,White,45,0,0,0,MF,Newcastle Utd
420,Willock,48,1.017191115,3.62209883,5.684652452,MF,Newcastle Utd
421,Wilson,69,0,0,0,FW,Newcastle Utd
574,Pivas,40,0,0,0,,Newcastle Utd
590,Osula,49,0.344703923,1.414330064,2.118951365,FW,Newcastle Utd
26,Alex Moreno,43,0.062748199,0.258955349,0.377445937,DF,Nott'ham Forest
422,Aina,52,5.018292078,16.52481734,25.68487554,DF,Nott'ham Forest
423,Anderson,50,3.728751518,11.8525196,18.4919557,MF,Nott'ham Forest
424,Awoniyi,55,0.450551546,1.813565793,2.73459019,FW,Nott'ham Forest
425,Boly,42,0.67061183,2.661748045,3.980809255,DF,Nott'ham Forest
426,Bowler,45,0,0,0,MF,Nott'ham Forest
427,C.Miguel,42,0,0,0,GK,Nott'ham Forest
428,Da Silva Moreira,44,0.052907532,0.24676885,0.378076168,MF,Nott'ham Forest
429,Danilo,47,0,0.193861319,0.325168636,MF,Nott'ham Forest
430,Dennis,49,0,0,0,FW,Nott'ham Forest
431,Dominguez,48,1.655843499,5.37082032,8.384459706,MF,Nott'ham Forest
432,Elanga,52,4.551098361,15.69207379,24.21510028,MF,Nott'ham Forest
433,Gibbs-White,64,5.208760064,17.61076045,27.10421843,MF,Nott'ham Forest
434,Hudson-Odoi,53,2.481881408,8.324479381,12.9444531,MF,Nott'ham Forest
435,Mighten,45,0,0,0,MF,Nott'ham Forest
436,Murillo,46,2.130523232,7.399329025,11.53894306,DF,Nott'ham Forest
437,N.Williams,43,4.796923048,15.81707653,24.5812685,DF,Nott'ham Forest
438,O.Richards,45,0,0,0,DF,Nott'ham Forest
439,O'Brien,50,0,0,0,MF,Nott'ham Forest
440,Omobamidele,42,0,0,0,DF,Nott'ham Forest
441,Panzo,40,0,0,0,DF,Nott'ham Forest
442,Sangaré,43,0,0.193861348,0.325168665,MF,Nott'ham Forest
443,Sels,49,4.870338567,16.15419433,25.09901006,GK,Nott'ham Forest
444,Toffolo,42,0.351734166,1.394264038,2.077525903,DF,Nott'ham Forest
446,Ui-jo,45,0,0,0,FW,Nott'ham Forest
447,Wood,67,4.472690473,14.16970935,22.07356206,FW,Nott'ham Forest
448,Worrall,45,0,0,0,DF,Nott'ham Forest
449,Yates,49,0,3.43176131,6.194303764,MF,Nott'ham Forest
531,Ward-Prowse,62,0.391892075,1.623779985,2.441147135,MF,Nott'ham Forest
573,Milenković,47,5.693899535,18.76854099,29.04196448,DF,Nott'ham Forest
596,Jota Silva,59,0.846394203,2.936315088,4.570419437,MF,Nott'ham Forest
620,Sosa,55,1.333970614,4.468478503,7.007106888,MF,Nott'ham Forest
653,Morato,45,1.64588545,6.6962818,10.0350527,MF,Nott'ham Forest
706,Abbott,40,0,0,0,,Nott'ham Forest
14,Ramsdale,44,2.456005418,8.402502437,13.58043042,GK,Southampton
27,Archer,50,1.184027221,4.054033004,6.397035919,FW,Southampton
188,Ugochukwu,45,0.892657287,3.066560432,4.812455489,MF,Southampton
397,Fraser,48,0.079839174,0.273352404,0.400730225,MF,Southampton
450,Alcaraz,49,0,0.193513231,0.320891051,MF,Southampton
451,Amo-Ameyaw,44,0.43746506,1.72337798,2.574079345,MF,Southampton
452,Aribo,49,1.689208795,5.576376281,8.978835443,MF,Southampton
453,Armstrong,51,2.485772074,8.066207489,12.88476083,FW,Southampton
454,Bazunu,43,0,0,0,GK,Southampton
455,Bednarek,40,2.499710075,8.299770702,13.55417059,DF,Southampton
456,Bella-Kotchap,39,0,0,0,DF,Southampton
457,Bree,39,1.410441581,4.5904125,7.353376322,DF,Southampton
458,Charles,45,0,0,0,MF,Southampton
459,Edozie,49,0,0.193513231,0.320891051,MF,Southampton
460,Edwards,39,0.075130499,0.258847794,0.385793152,DF,Southampton
461,Harwood-Bellis,41,2.627584425,8.512266672,13.96677758,DF,Southampton
462,Kamaldeen,50,1.064548941,3.660422536,5.765951534,MF,Southampton
463,Lallana,50,0.831121805,3.19497741,4.76990908,MF,Southampton
464,Larios,40,0,0,0,DF,Southampton
465,Lis,40,0,0,0,GK,Southampton
466,Lumley,40,0.89444093,3.45314182,5.197906105,GK,Southampton
467,Manning,43,1.000391002,3.461760771,5.443077437,DF,Southampton
468,Mara,50,0,0,0,FW,Southampton
469,McCarthy,43,0.773261225,2.568493788,4.133852156,GK,Southampton
470,Onuachu,49,1.310217935,4.360976915,6.934053215,FW,Southampton
471,Smallbone,50,0.079839174,0.273352404,0.400730225,MF,Southampton
472,Stephens,40,0,0.183717296,0.310662683,DF,Southampton
473,Stewart,44,0,0.204201591,0.334711993,FW,Southampton
474,Sugawara,43,1.123556964,3.942510991,6.169489085,DF,Southampton
475,Taylor,39,0,0,0,DF,Southampton
476,Walker-Peters,43,2.809103993,9.168737155,14.96326829,DF,Southampton
477,Wood,40,0,0,0,DF,Southampton
515,Cornet,47,0.079839174,0.273352404,0.400730225,MF,Southampton
518,Downes,48,1.522234766,5.298382955,8.302888655,MF,Southampton
584,Brereton Díaz,49,0.536485325,2.10168054,3.14516214,FW,Southampton
608,Dibling,45,2.382910422,7.924710782,12.63576155,MF,Southampton
623,M.Fernandes,50,2.616669739,8.397440047,13.56895174,MF,Southampton
693,O'Brien-Whitmarsh,45,0,0,0,,Southampton
82,Solanke,75,4.759167444,15.93964783,28.3185941,FW,Tottenham
478,A.Phillips,40,0,0,0,GK,Southampton
479,Austin,40,0,0,0,GK,Tottenham
480,Bentancur,49,1.549760603,5.381838081,9.137150087,MF,Tottenham
481,Bergvall,44,0.768786803,2.793845781,4.501845725,MF,Tottenham
482,Bissouma,49,1.376573747,4.661139496,7.984189275,MF,Tottenham
483,Bryan,50,0,0,0,MF,Tottenham
484,Davies,43,0,0.175306456,0.308175623,DF,Tottenham
485,Devine,45,0,0.175306456,0.308175623,DF,Tottenham
486,Dragusin,43,2.892483198,9.656165749,17.10294174,DF,Tottenham
487,E.Royal,45,0,0.175306456,0.308175623,DF,Tottenham
488,Forster,43,3.397804879,11.5929006,20.05823289,GK,Tottenham
489,Gray,46,3.026832447,10.15981875,17.51515434,MF,Tottenham
490,Højbjerg,50,0,0,0,MF,Tottenham
491,Johnson,65,0,0,0,MF,Tottenham
492,Kulusevski,65,5.093929457,17.45911145,30.41225352,MF,Tottenham
493,Lo Celso,49,0,0,0,MF,Tottenham
494,Maddison,77,2.708885044,9.95304223,16.02293783,MF,Tottenham
495,Pedro Porro,55,3.164051554,10.84165349,18.80475826,DF,Tottenham
496,Reguilón,42,0.881897642,2.925606123,4.820299491,DF,Tottenham
497,Richarlison,68,0,0.188996989,0.325981526,MF,Tottenham
498,Romero,49,0,1.08401515,1.822726655,DF,Tottenham
499,P.M.Sarr,48,2.425284749,8.565525315,14.27335712,MF,Tottenham
500,Scarlett,45,0,0,0,FW,Tottenham
502,Solomon,54,0,0,0,,Tottenham
503,Son,99,4.642415928,16.05659297,27.5602693,MF,Tottenham
504,Spence,44,0,2.355250663,4.605304957,DF,Tottenham
505,Udogie,49,1.510191408,5.056567852,8.605410064,DF,Tottenham
506,Van de Ven,45,0,2.39536837,3.991323625,DF,Tottenham
507,Veliz,50,0,0,0,FW,Tottenham
508,Vicario,48,0,0.136553989,0.22929966,GK,Tottenham
509,Werner,62,1.204548907,4.132349154,6.753102333,MF,Tottenham
510,Whiteman,40,0.064197189,0.239503644,0.372372812,DF,Tottenham
609,Lankshear,45,0.391999125,1.508474005,2.26700722,FW,Tottenham
610,Moore,45,0,0.187391594,0.328759456,FW,Tottenham
612,Odobert,53,0,0.187391594,0.328759456,FW,Tottenham
683,Olusesi,45,0,0,0,,Tottenham
684,Hardy,40,0,0,0,,Tottenham
689,Williams-Barnett,45,0,0,0,,Tottenham
699,Dorrington,40,0.62749511,2.490719875,3.750405915,DF,Tottenham
700,King,40,0,0,0,,Tottenham
388,Wan-Bissaka,46,3.483357131,11.83702265,18.86204405,DF,West Ham
511,Álvarez,50,1.863322868,6.485425604,10.23541454,MF,West Ham
512,Antonio,53,0,0.222924786,0.344223823,FW,West Ham
513,Areola,42,1.482334648,4.980683601,7.955605356,GK,West Ham
514,Bowen,75,4.317631631,14.84961533,23.53776315,MF,West Ham
516,Coufal,42,0.99231023,3.446152263,5.437075892,DF,West Ham
517,Cresswell,39,0.878099,3.53920434,5.29540234,DF,West Ham
519,Earthy,45,0,0,0,MF,West Ham
520,Emerson,44,2.436217088,8.24924597,13.16898075,DF,West Ham
521,Fabianski,41,0,5.229693012,9.279059288,GK,West Ham
522,Foderingham,43,0,0,0,GK,West Ham
523,Ings,50,0.202287507,0.833821997,1.238423379,FW,West Ham
524,Kilman,44,0,5.990097887,11.20138566,DF,West Ham
525,Kudus,62,3.587532774,12.0075968,19.23594162,MF,West Ham
526,L.Guilherme,47,0.194408709,0.803474472,1.192301585,MF,West Ham
527,L.Paquetá,57,2.350661623,7.911781331,12.64610174,MF,West Ham
528,Mavropanos,44,3.00680421,10.23190385,16.29609431,DF,West Ham
529,N.Aguerd,44,0,0,0,DF,West Ham
530,Souček,49,0,5.288293116,9.50112269,MF,West Ham
532,Zouma,44,0,0,0,DF,West Ham
576,Irving,48,0.4088871,1.72151883,2.53929294,MF,West Ham
587,Summerville,56,1.159579311,4.004482715,6.331433607,MF,West Ham
588,G.Rodríguez,48,0,1.845307501,3.257238647,MF,West Ham
589,Füllkrug,67,1.830044093,6.124480555,9.802568948,FW,West Ham
591,Todibo,42,1.390110336,4.851316507,7.638243858,DF,West Ham
643,Casey,40,0.100473769,0.412734954,0.613682492,DF,West Ham
654,C.Soler,50,1.388333398,4.770282833,7.566629655,MF,West Ham
677,Scarles,40,0.569455145,2.30556412,3.44447441,DF,West Ham
686,Mayers,40,0,0,0,,West Ham
701,Orford,45,0,0,0,,West Ham
204,Johnstone,43,1.073206361,3.712234969,5.893539599,GK,Wolves
533,Aït-Nouri,48,3.237459029,11.00068682,17.43817981,DF,Wolves
534,B.Traore,48,0,0,0,MF,Wolves
535,Bellegarde,49,0.9583463,3.417854454,5.383804816,MF,Wolves
536,Bentley,40,0.074470289,0.263231304,0.403802552,MF,Wolves
537,Chiquinho,45,0,0.188760956,0.329332203,MF,Wolves
538,Chirewa,45,0,0,0,MF,Wolves
539,Chiwome,45,0,0,0,MF,Wolves
540,Cundle,45,0,0,0,MF,Wolves
541,Cunha,70,4.279427443,15.78111607,24.60903565,FW,Wolves
542,Dawson,44,0.984287371,3.460180518,5.464598438,DF,Wolves
543,Doherty,43,3.974171063,13.69737751,21.65106425,DF,Wolves
544,Doyle,48,1.127447137,3.948396166,6.236053629,MF,Wolves
545,Fábio Silva,50,0,0,0,MF,Wolves
546,Fraser,45,0,0,0,GK,Wolves
547,Gonzalez,44,0,0,0,DF,Wolves
548,Guedes,53,2.402520923,8.621204438,13.49907449,MF,Wolves
549,H.Bueno,45,0,4.188527602,8.377607577,DF,Wolves
550,Hee Chan,61,1.823364495,6.62806565,10.31479731,MF,Wolves
551,Hodge,45,0,0,0,MF,Wolves
552,Hoever,40,0,0,0,DF,Wolves
553,J.Gomes,49,2.230498766,7.705795013,12.26599023,MF,Wolves
554,José Sá,43,3.186176346,10.88747986,17.11932897,GK,Wolves
555,Kalajdžić,48,0,0,0,FW,Wolves
556,King,40,0,0,0,GK,Wolves
557,Mario Jr.,50,0.955805125,3.3814002,5.326128424,MF,Wolves
558,Mosquera,39,0,0.179674526,0.301712098,DF,Wolves
559,N.Semedo,45,3.363648776,11.49388595,18.19877055,DF,Wolves
561,Pedro Lima,39,0,0,0,,Wolves
562,Podence,55,0,0.188760986,0.329332233,MF,Wolves
563,R.Gomes,52,1.504478161,5.470123947,8.498456705,MF,Wolves
564,S.Bueno,43,3.206520601,10.61679291,16.97096207,DF,Wolves
565,Sarabia,50,0,0.188761016,0.329332263,MF,Wolves
566,Strand Larsen,55,2.601997064,9.174900967,14.60046621,FW,Wolves
567,Toti,43,2.199870569,8.151606777,12.66019947,DF,Wolves
637,Meupiyou,40,0,0,0,,Wolves
642,André,50,2.366725105,8.205564678,13.01068442,MF,Wolves
655,Forbs,55,0.93519655,3.63847176,5.478265775,MF,Wolves
664,Pond,39,0.064197189,0.243871714,0.365909287,DF,Wolves
682,Edozie,45,0,0,0,,
